,Security Type,Symbol,Issue Period,Issue Size – No. of Shares,Price Band,Price-Band Advertisement,Face Value,Tick Size,Market Lot,Minimum Bid Quantity,Maximum Bid Quantity for Qualified Institutional Investors,/A discount of Rs. 119 per equity share is being offered to Eligible Employees Biding in the Employee Reservation Portion,Maximum Bid Quantity for Non-Institutional Investors,/A discount of  7/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/A discount of Rs 7 Per equity share is being offered to BLS International Shareholders Reservation Portion.,/A discount of Rs. 15/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/A discount of Rs.75/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/A discount of Rs 10 per share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/A discount of Rs 75 per share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/5/- per equity share discount is being offered to Eligible Employees in the Employees Reservation Portion,/30/- per equity share discount is being offered to Eligible Employees in the Employees Reservation Portion,/Rs 61/- per equity share discount is being offered to Eligible Employees in the Employees Reservation Portion,/A discount of Rs. 48/- per Equity Share is being offered to Eligible Employees bidding in Employee Portion,/A discount of Rs 98/- per equity share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/Discount of 9/- each of the Issue Price to Eligible Employees bidding in the employee reservation portion (“employee discount”),/Discount of Rs 70/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/Discount of Rs 2/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/A discount of Rs. 25/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,IPO Market Timings,/A Discount of Rs 15/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,/A Discount of Rs 32/- per Equity Share is being offered to Eligible Employees bidding in the Employee Reservation Portion,As informed by company Issue closure date has been extended till 21st June 2023,"Further Public Offer of Shares aggregating up to Rs. 20,000 crore issued on a partly paid basis of which 50% is payable on application by the Investors","/The price band is Rs. 3,112/- to Rs. 3,276/- per FPO Equity Share. Accordingly, the application amount being 50% of the above price range is Rs.1,556/- to Rs.1,638/- per FPO Equity Share. Discount of Rs. 64/- per FPO Equity Share is being offered to Retail Individual Bidders in the Retail Portion",Cut-off time for UPI Mandate Confirmation,/Discount of Rs 48/- per Equity share is being offered to Eligible Employees bidding in the Employee Reservation portion,"Initial Public Offer comprising of Fresh issue of upto Rs. 2,160 million and offer for sale of 14,83,000 Equity shares (Including Anchor Allocation of 31,62,540 Equity Shares)",/Discount of Rs.10 per Equity Share to eligible Employees bidding in the Employee Reservation Portion,"Initial Public Offer comprising of Fresh issue of upto Rs. 5,600 million and offer for sale of upto Rs. 750 million (Including Anchor Allocation of 35,21,255 Equity Shares)","Fresh issue of upto Rs. 3,700 million and offer for sale of upto aggregating up to Rs 3,700 million (Including anchor allocation of 5,12,30,769 Equity shares)","Initial Public Offer comprising of Fresh issue of Rs.5,300 million and offer for Sale Up to 5,584,664 Equity Shares (Including anchor allocation of 43,76,421 Equity shares)","Initial Public Offer comprising of Fresh issue of upto Rs. 8,050 million and offer for sale of upto 16,150,000 Equity Shares (Including Anchor Allocation of 16,167,991 Equity Shares)","Initial Public Offer aggregating up to Rs. 19,600.05 million (Including Anchor Allocation of 1,24,05,094 Equity Shares)",/Price Discount: Rs. 15/- per Equity Share to Eligible Employees bidding in the Employee Reservation Portion,"Fresh issue of upto Rs. 5,000 million and offer for sale of upto 5,07,61,000 Equity Shares","Fresh issue of upto Rs. 6,000 million and offer for sale of upto 13,695,466 Equity Shares","Fresh issue of upto Rs. 4,000 million and offer for sale of upto Rs. 1,000 million aggregating upto 5,000 million","As per SEBI circular no SEBI/HO/CFD/DIL2/CIR/P/2022/45 dated April 05,2022,all Individual Investors applying in the issue where the application amount is upto 5 Lakhs shall use UPI and shall also provide their UPI ID in the bid-cum-application form submitted with a syndicate member, registered stock broker, depository participant and Registrar. All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments",,At lower price band i.e. Rs. 36/-,/Discount of Rs. 31 per Equity Share to eligible Employees bidding in the Employee Reservation Portion,Post Issue Modification,Video link for BHIM UPI Registration,/Discount of Rs.25 per Equity Share to Eligible Employee Category,/Discount of Rs.59 per Equity Share to Eligible Employee Category,"The Issue Period also includes bidding on Saturday, May 7, 2022 and Sunday, May 8, 2022.","As per SEBI circular no SEBI/HO/CFD/DIL2/CIR/P/2022/45 dated April 05,2022,all Individual  Investors  applying  in  the issue where  the  application  amount  is  upto  5  Lakhs  shall  use  UPI  and  shall also provide their UPI ID  in  the  bid-cum-application form  submitted  with a syndicate member, registered stock broker, depository participant and Registrar. All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments",/Rs.45 per Equity Share to Retail and Eligible Employee Categories and Rs. 60 per Equity Share to Policy Holder Category,Retail Individual Investors shall have Unified Payments Interface (UPI) as an additional payment mechanism with Application Supported by Block Amount (ASBA) for making payments. All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments,/A discount of Rs. 78 per equity share is being offered to the eligible employees bidding under the Employee Reservation Portion.,"Post Issue Modification on November 8th, 2021 from 10.00 am to 11.00 am",/Rs.52 per Equity Share to Eligible Employee Category,/A discount of Rs. 40/- per equity share shall be offered to Eligible Employees Bidding in the Employee Reservation Portion,/A discount of Rs. 15/- per equity share shall be offered to Eligible Employees Bidding in the Employee Reservation Portion,/A discount of Rs. 20/- per equity share shall be offered to Eligible Employees Bidding under the Employee Reservation Portion,/A discount of Rs. 15/- per equity share shall be offered to Eligible Employees Bidding under the Employee Reservation Portion,"Retail Individual Investors (individual Investors biding for amount upto Rs.2 Lacs) note that use of UPI Id in Application Form is mandatory while applying for equity IPOs through Designated Intermediaries (Syndicate members, Registered Stock Brokers, Registrar and Transfer agent and Depository Participants). All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments",/Price Discount for Employees Rs 1/- per equity share,"For QIB Bidders Issue closes on Wednesday, March 04, 2020 and for all other Bidders Issue closes on Thursday, March 05, 2020","Retail Individual Investors (individual Investors bidding for amount upto Rs.2 Lacs) note that use of UPI Id in Application Form is mandatory while applying for equity IPOs through Designated Intermediaries (Syndicate members, Registered Stock Brokers, Registrar and Transfer agent and Depository Participants). All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments","Retail Individual Investors (individual Investors biding for amount upto Rs.2 Lacs) note that use of UPI Id in Application Form is mandatory while applying for equity IPOs through Designated Intermediaries (Syndicate members, Registered Stock Brokers, Registrar and Transfer agent and Depository Participants). All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments.",/Price Discount Rs. 10.00/- per Equity Share for Retail Individual Bidders and Eligible Employees of the Company,/Price Discount of Rs 97/- per Equity Share for Eligible Employee of the Company,/Discount of Rs 3/- offered to Retail Individual Investors and Eligible Employees,Retail Individual Investors shall have Unified Payments Interface (UPI) as an additional payment mechanism with Application Supported by Block Amount (ASBA) for making payments. All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments.,/Price Discount Rs. 53/- per Equity Share for Eligible Employee of the Company,/Price Discount Rs. 0.50/- per Equity Share for Retail Individual Bidders and Eligible Employee of the Company,Retail Individual Investors shall have Unified Payments Interface (UPI) as an additional payment mechanism with Application Supported by Block Amount (ASBA) for making payments.  All Other Category of Investors shall mandatorily use only Application Supported by Blocked Amount (ASBA) facility for making payments.,/Discount of Rs 3/- shall be provided to Retail Investors,PA - ISSUE WITHDRAWAL ,/Price Discount Rs. 5/- per Equity Share for Retail Individual Bidders and Eligible Employee of the Company,/Price Discount Rs. 10/- per Equity Share for Retail Individual Bidders and Eligible Employee of the Company,/Price Discount Rs. 6/- per Equity Share for Retail Individual Bidders and Eligible Employee of the Company,/Price Discount of Rs 3/- per Equity Share for Retail Individual bidders and Eligible Employee of the Company,/A discount of Rs 25/- has been offered per Equity share on the offer price for Retail Individual Bidders and the Eligible Employees,/Price Discount of Rs.10/- is being offered to both Retail Individual bidders and Employee Reservation portion,/Price Discount of Rs.85/- is available for Eligible Employees Bidding in the Employee Reservation Portion,"At Lower Price Band i.e. A fresh issue of 950.00 million and an offer for sale of up to 13,453,932 equity shares",/Price Discount of Rs.12/- is available for Retail Individual Investors and to Eligible Employees Bidding in the Employee Reservation Portion,/Price Discount of Rs.30/- is being offered to both Retail Individual bidders and Employee Reservation portion,/Price Discount of Rs.42/- is available for Employee Category,Post Issue Modification on 14th October and 16th October 2017 between 10.00 am to 1.00 pm,/A price Discount of Rs 45/- is available for Retail Individual Investors and Eligible Employees,/Price Discount of Rs.45/- is available for Employee Category,/A price Discount of Rs 90/- is available for Eligible Employees,/Price Discount of Rs.68/- is available for Employee Category,/Price Discount of Rs.98/- is available for Retail and Employee Category,Offer for Sale of upto 3053675 equity shares of Rs 10 each and Fresh issue of equity shares 340909 of Rs 10 each aggregrating upto Rs 597 crores
29,Equity,DEEPAKCHEM,29 Nov 2023 to 01 Dec 2023,"20,62,400",76.00-80.00,NA,10.00,1.00,1600,1600,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Equity,SPL,24 Nov 2023 to 29 Nov 2023,"47,39,200",80.00-86.00,NA,10.00,1.00,1600,1600,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Equity,FEDFINA,22 Nov 2023 to 24 Nov 2023,"5,59,23,660",133.00-140.00,,10.00,1.00,107,107,NA,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Equity,FLAIR,22 Nov 2023 to 24 Nov 2023,"1,44,13,188",288.00-304.00,NA,5.00,1.00,49,49,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Equity,GANDHAR,22 Nov 2023 to 24 Nov 2023,"2,12,43,940",160.00-169.00,NA,2.00,1.00,88,88,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Equity,TATATECH,22 Nov 2023 to 24 Nov 2023,"4,50,29,207",475.00-500.00,NA,2.00,1.00,30,30,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Equity,IREDA,21 Nov 2023 to 23 Nov 2023,"46,90,46,031",30.00-32.00,NA,10.00,1.00,460,460,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Equity,KALYANI,08 Nov 2023 to 10 Nov 2023,"16,26,000",137.00-139.00,NA,10.00,1.00,1000,1000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Equity,ASKAUTO,07 Nov 2023 to 09 Nov 2023,"2,06,99,974",268.00-282.00,NA,2.00,1.00,53,53,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Equity,PROTEAN,06 Nov 2023 to 08 Nov 2023,"43,78,700",752.00-792.00,,10.00,1.00,18,18,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Equity,ESAFSFB,03 Nov 2023 to 07 Nov 2023,"5,53,24,562",57.00-60.00,NA,10.00,1.00,250,250,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Equity,HONASA,31 Oct 2023 to 02 Nov 2023,"2,88,99,514",308.00-324.00,NA,10.00,1.00,46,46,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Equity,CELLO,30 Oct 2023 to 01 Nov 2023,"2,20,61,947",617.00-648.00,NA,5.00,1.00,23,23,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Equity,BLUEJET,25 Oct 2023 to 27 Oct 2023,"1,69,99,612",329.00-346.00,NA,2.00,1.00,43,43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Equity,IRMENERGY,18 Oct 2023 to 20 Oct 2023,"76,24,800",480.00-505.00,NA,10.00,1.00,29,29,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Equity,PWL,29 Sep 2023 to 05 Oct 2023,"1,32,00,158",51.00-54.00,NA,10.00,1.00,277,277,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Equity,VALIANTLAB,27 Sep 2023 to 03 Oct 2023,"76,23,030",133.00-140.00,NA,10.00,1.00,105,105,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Equity,JSWINFRA,25 Sep 2023 to 27 Sep 2023,"13,62,83,186",113.00-119.00,NA,2.00,1.00,126,126,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Equity,UDS,25 Sep 2023 to 27 Sep 2023,"1,19,99,999",280.00-300.00,NA,10.00,1.00,50,50,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Equity,MVGJL,22 Sep 2023 to 26 Sep 2023,"91,20,664",204.00-215.00,NA,10.00,1.00,69,69,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Equity,KALAMANDIR,20 Sep 2023 to 22 Sep 2023,"3,84,86,309",210.00-222.00,NA,2.00,1.00,67,67,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Equity,SIGNATURE,20 Sep 2023 to 22 Sep 2023,"1,12,43,196",366.00-385.00,NA,1.00,1.00,38,38,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Equity,YATRA,15 Sep 2023 to 20 Sep 2023,"3,09,42,356",135.00-142.00,NA,1.00,1.00,105,105,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Equity,SAMHI,14 Sep 2023 to 18 Sep 2023,"6,25,29,831",119.00-126.00,NA,1.00,1.00,119,119,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Equity,ZAGGLE,14 Sep 2023 to 18 Sep 2023,"1,93,26,761",156.00-164.00,NA,1.00,1.00,90,90,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Equity,RRKABEL,13 Sep 2023 to 15 Sep 2023,"1,33,17,737",983.00-1035.00,NA,5.00,1.00,14,1,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Equity,EMSLIMITED,08 Sep 2023 to 12 Sep 2023,"1,07,87,431",200.00-211.00,NA,10.00,1.00,70,70,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Equity,JLHL,06 Sep 2023 to 08 Sep 2023,"84,97,169",695.00-735.00,NA,10.00,1.00,20,20,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Equity,RATNAVEER,04 Sep 2023 to 06 Sep 2023,"1,17,88,000",93.00-98.00,NA,10.00,1.00,150,150,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Equity,RISHABH,30 Aug 2023 to 01 Sep 2023,"77,90,202",418.00-441.00,NA,10.00,1.00,34,34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Equity,VPRPL,24 Aug 2023 to 28 Aug 2023,"2,19,30,000",94.00-99.00,NA,10.00,1.00,150,150,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Equity,AEROFLEX,22 Aug 2023 to 24 Aug 2023,"2,32,17,667",102.00-108.00,NA,2.00,1.00,130,130,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Equity,PYRAMID,18 Aug 2023 to 22 Aug 2023,"75,60,400",151.00-166.00,NA,10.00,1.00,90,90,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Equity,TVSSCS,10 Aug 2023 to 14 Aug 2023,"2,51,22,289",187.00-197.00,NA,1.00,1.00,76,76,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Equity,CONCORDBIO,04 Aug 2023 to 08 Aug 2023,"1,46,50,957",705.00-741.00,NA,1.00,1.00,20,20,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Equity,SBFC,03 Aug 2023 to 07 Aug 2023,"13,35,12,817",54.00-57.00,NA,10.00,1.00,260,260,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Equity,YATHARTH,26 Jul 2023 to 28 Jul 2023,"1,65,17,823",285.00-300.00,NA,10.00,1.00,50,50,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Equity,ASARFI,17 Jul 2023 to 19 Jul 2023,"51,80,000",51.00-52.00,NA,10.00,1.00,2000,2000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Equity,NETWEB,17 Jul 2023 to 19 Jul 2023,"88,58,630",475.00-500.00,NA,2.00,1.00,30,30,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Equity,UTKARSHBNK,12 Jul 2023 to 14 Jul 2023,"12,05,43,477",23.00-25.00,NA,10.00,1.00,600,600,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Equity,KAKA,10 Jul 2023 to 12 Jul 2023,"26,22,000",55.00-58.00,,10.00,1.00,2000,2000,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Equity,SENCO,04 Jul 2023 to 06 Jul 2023,"94,18,603",301.00-317.00,,10.00,1.00,47,47,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Equity,PKH,30 Jun 2023 to 04 Jul 2023,"2,56,32,000",140.00-148.00,,5.00,1.00,100,100,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Equity,CYIENTDLM,27 Jun 2023 to 30 Jun 2023,"1,33,32,297",250.00-265.00,NA,10.00,1.00,56,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Equity,IDEAFORGE,26 Jun 2023 to 30 Jun 2023,"46,48,870",638.00-672.00,,10.00,1.00,22,22,NA,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Equity,HMA,20 Jun 2023 to 23 Jun 2023,"60,54,054",555.00-585.00,,10.00,1.00,25,25,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Equity,COSMICCRF,14 Jun 2023 to 21 Jun 2023,"18,22,000",298.00-314.00,,10.00,1.00,400,400,NA,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Equity,IKIO,06 Jun 2023 to 08 Jun 2023,"1,52,24,074",270.00-285.00,,10.00,1.00,52,52,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Equity,COMRADE,31 May 2023 to 05 Jun 2023,"16,30,000",52.00-54.00,NA,10.00,1.00,2000,2000,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Equity,HSIL,24 May 2023 to 26 May 2023,"19,77,600",85.00-90.00,NA,10.00,1.00,1600,1600,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Equity,INNOKAIZ,28 Apr 2023 to 03 May 2023,"19,40,800",76.00-78.00,,10.00,1.00,1600,1600,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Equity,MANKIND,25 Apr 2023 to 27 Apr 2023,"2,80,41,192",1026.00-1080.00,NA,1.00,1.00,13,13,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Equity,AVALON,03 Apr 2023 to 06 Apr 2023,"1,14,63,854",415.00-436.00,,2.00,1.00,34,34,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Equity,EXHICON,31 Mar 2023 to 05 Apr 2023,"33,00,000",61.00-64.00,NA,10.00,1.00,2000,2000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Equity,MAIDEN,23 Mar 2023 to 27 Mar 2023,"37,84,000",60.00-63.00,,10.00,1.00,2000,2000,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Equity,USK,20 Mar 2023 to 23 Mar 2023,"2,00,00,000",33.00-35.00,NA,10.00,1.00,428,428,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Equity,GSLSU,13 Mar 2023 to 15 Mar 2023,"77,49,000",133.00-140.00,NA,10.00,1.00,100,100,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Equity,SUDARSHAN,09 Mar 2023 to 14 Mar 2023,"68,62,400",71.00-73.00,,10.00,1.00,1600,1600,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Equity,DIVGIITTS,01 Mar 2023 to 03 Mar 2023,"38,41,800",560.00-590.00,NA,5.00,1.00,25,25,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Equity,RESGEN,28 Feb 2023 to 02 Mar 2023,"60,00,000",45.00-47.00,NA,10.00,1.00,3000,3000,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Equity,ROBU,17 Feb 2023 to 21 Feb 2023,"16,68,000",96.00-102.00,NA,10.00,1.00,1200,1200,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
